,diagrp,Cause,SOdm,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
10102,57,Chronic lymphatic leukaemia,164,"Packers, Sorters and Testers",15,18.71748,80.139,44.85326,132.177,20.67924,72.53651,40.5982,119.6379
4295,24,Cancer of the bronchus,143,Electrical Engineers (not professional),397,495.3895,80.13897,72.44843,88.42334,465.8743,85.21613,77.03835,94.02534
28273,159,Pancreatitis,38,Production and maintenance managers,19,23.71477,80.11884,48.2366,125.1157,20.90776,90.87534,54.7127,141.9133
17640,100,Aortic valve disorders,84,Ceramics casters,6,7.489002,80.11749,29.40178,174.3824,7.981742,75.17156,27.58671,163.6172
22228,125,Asthma,163,Assemblers/Lineworkers (vehicles & other metal goods),6,7.490873,80.09747,29.39444,174.3388,7.009635,85.59647,31.41248,186.3078
24754,139,Fibrosing alveolitis,149,Welding Trades,15,18.72954,80.08739,44.82438,132.0919,19.52281,76.83321,43.00304,126.7246
41241,999,Unspecified Group,172,Sewage plant attendants,54,67.43117,80.08166,60.15986,104.4892,66.03992,81.76872,61.42724,106.6905
2570,15,Cancer of the colon,37,Other Technicians,72,89.91158,80.07867,62.65667,100.8458,75.57972,95.26365,74.53798,119.9688
7772,43,Urothelial cancer,188,Fork Lift & Mechanical Truck Drivers,37,46.21651,80.05796,56.36816,110.3493,45.58971,81.15866,57.14316,111.8665
40527,226,Suicide,182,Bus & Coach Drivers,11,13.75446,79.97408,39.92306,143.0954,14.97054,73.47762,36.68003,131.4715
21378,121,Bronchopneumonia,21,Other Health Professions,21,26.26335,79.95934,49.49598,122.2262,31.91442,65.80098,40.73175,100.5837
21903,124,Chronic bronchitis and emphysema,3,Personnel Managers etc,84,105.0801,79.93904,63.76252,98.96996,147.8888,56.79942,45.30545,70.32153
10227,58,Acute myeloid leukaemia,97,Printers,12,15.02063,79.89011,41.28055,139.552,15.7983,75.95752,39.24852,132.6826
6893,39,Cancer of the prostate,16,Dentists,17,21.28825,79.85626,46.51909,127.8574,13.49019,126.0175,73.40965,201.7659
25397,143,Peptic ulcer,58,Security Workers,7,8.767441,79.84086,32.10059,164.503,8.845829,79.13334,31.81612,163.0452
7850,44,Cancer of the kidney (except pelvis),68,Leather & shoe workers,10,12.52959,79.81107,38.2726,146.7757,13.49267,74.1143,35.54077,136.2992
14902,85,Motor neuron disease,61,Hospital Porters and Ward Orderlies,6,7.518793,79.80005,29.28529,173.6915,9.781186,61.34225,22.51159,133.5165
14826,84,Parkinson's disease,183,Lorry drivers,82,102.7622,79.79591,63.46402,99.04774,118.4197,69.24523,55.07276,85.95158
1614,9,Cancer of the oral cavity,184,Other motor drivers,7,8.773164,79.78877,32.07965,164.3956,8.748577,80.01302,32.1698,164.8577
22435,126,Bronchiectasis,190,Storekeepers & warehousemen/women,18,22.56121,79.78297,47.28426,126.0917,22.8454,78.79048,46.69605,124.5231
10311,58,Acute myeloid leukaemia,194,"Electrical, Energy, Boiler & Related Plant Operatives & Att",8,10.0276,79.77982,34.44294,157.1982,11.45843,69.81762,30.14201,137.5686
19180,108,Peripheral valve disease,194,"Electrical, Energy, Boiler & Related Plant Operatives & Att",18,22.56658,79.76395,47.27299,126.0616,20.50532,87.78211,52.02505,138.7338
9155,52,Non-Hodgkin's lymphoma,112,Furnace Operatives (metal),6,7.524869,79.7356,29.26164,173.5512,8.187545,73.28204,26.89329,159.5045
27840,156,Cirrhosis (not specified as biliary),164,"Packers, Sorters and Testers",18,22.57962,79.7179,47.24569,125.9888,25.73361,69.94743,41.45512,110.5473
21916,124,Chronic bronchitis and emphysema,16,Dentists,10,12.54443,79.71666,38.22733,146.6021,25.26591,39.57903,18.97973,72.78741
2903,17,Cancer of the liver,8,Government administrators,13,16.31216,79.69514,42.4346,136.2812,12.5739,103.3888,55.05054,176.798
26150,147,Inguinal hernia,88,Other coal miners,6,7.531118,79.66944,29.23736,173.4072,6.783256,88.4531,32.46082,192.5255
16299,93,Pulmonary embolism and phlebitis,10,Teachers in Higher Education,24,30.13621,79.6384,51.02599,118.4956,32.177,74.58743,47.78972,110.9802
11674,67,Diabetes,96,Printing Machine Minders & Assistants,9,11.30224,79.6302,36.41224,151.1629,11.91223,75.5526,34.54769,143.4223
31553,177,Rheumatoid arthritis,60,Other Service Personnel,14,17.5845,79.61556,43.5264,133.5813,19.84071,70.56199,38.57674,118.3909
28657,161,Renal failure,60,Other Service Personnel,54,67.82714,79.61414,59.80865,103.8792,67.16726,80.39632,60.39624,104.8998
13607,78,Other alcohol-related diseases,33,Architects and Surveyors,15,18.84114,79.61304,44.55889,131.3095,14.3294,104.6799,58.58863,172.6534
32035,179,Osteoporosis,198,Other Labourers,11,13.81713,79.61131,39.74197,142.4463,9.56617,114.9885,57.40228,205.7459
1621,9,Cancer of the oral cavity,191,Dockers and Goods Porters,9,11.30502,79.61062,36.40328,151.1257,10.74875,83.73064,38.28723,158.9468
11621,67,Diabetes,38,Production and maintenance managers,120,150.739,79.60777,65.99447,95.19527,151.0494,79.44423,65.85889,94.9997
16301,93,Pulmonary embolism and phlebitis,12,"Vocational Trainers, Social Scientists etc.",15,18.84242,79.60761,44.55585,131.3006,19.58146,76.60306,42.87422,126.345
8298,46,Cancer of the brain,171,Road Construction Workers and Paviors,6,7.537127,79.60593,29.21405,173.269,11.1374,53.87252,19.77032,117.258
7760,43,Urothelial cancer,176,Mine (excluding coal) & Quarry Workers,11,13.81843,79.60384,39.73824,142.433,14.72013,74.72762,37.30403,133.7081
17776,101,Other cardiomyopathies,39,Managers in Construction,10,12.56283,79.59988,38.17132,146.3873,11.01151,90.81407,43.54898,167.0107
2595,15,Cancer of the colon,62,Ambulance Staff,18,22.61994,79.57581,47.16149,125.7643,23.85312,75.46183,44.72329,119.2624
359,2,Tuberculosis,197,Other Transport and Machine Operatives,6,7.542427,79.55,29.19352,173.1472,7.413363,80.93493,29.70177,176.1616
17745,101,Other cardiomyopathies,8,Government administrators,8,10.05693,79.54716,34.3425,156.7397,8.411221,95.11105,41.06182,187.4068
3421,19,Cancer of the pancreas,181,Road transport inspectors,9,11.31863,79.51493,36.35953,150.9441,12.19201,73.81881,33.75488,140.1311
3433,19,Cancer of the pancreas,194,"Electrical, Energy, Boiler & Related Plant Operatives & Att",32,40.24613,79.51076,54.38536,112.2456,43.93827,72.82945,49.81535,102.8136
5250,30,Melanoma of skin,2,Accountants and Financial Managers,19,23.8973,79.5069,47.86818,124.1601,14.28126,133.0414,80.09935,207.761
22105,125,Asthma,24,Literary and Artistic Occupations,8,10.06215,79.50588,34.32468,156.6584,11.03933,72.46819,31.28633,142.7913
13572,77,Dementia,197,Other Transport and Machine Operatives,24,30.19058,79.495,50.9341,118.2823,32.1553,74.63778,47.82198,111.0551
6954,39,Cancer of the prostate,77,Brewery & vinery process operatives,23,28.93323,79.49337,50.39189,119.2791,30.07175,76.48374,48.48404,114.7632
28092,158,Cholelithiasis and cholecystitis,38,Production and maintenance managers,14,17.6124,79.48945,43.45745,133.3697,16.98889,82.40678,45.05238,138.2645
28635,161,Renal failure,38,Production and maintenance managers,40,50.32642,79.48112,56.7825,108.2306,46.96971,85.16127,60.84049,115.9654
18566,105,Other cerebrovascular disease,110,Dental Technicians,13,16.3561,79.48107,42.32061,135.9151,16.68833,77.89873,41.47808,133.2092
19019,108,Peripheral valve disease,15,Doctors,6,7.549782,79.4725,29.16508,172.9785,11.62352,51.61948,18.94349,112.3541
40238,225,Other accidents,57,Sales Representatives,10,12.59224,79.41399,38.08218,146.0455,10.8317,92.32164,44.27192,169.7832
28696,161,Renal failure,104,Carpenters & Joiners,32,40.30701,79.39066,54.30322,112.076,41.59334,76.93539,52.62381,108.6099
28744,161,Renal failure,163,Assemblers/Lineworkers (vehicles & other metal goods),10,12.59723,79.38252,38.0671,145.9876,12.75813,78.38139,37.58701,144.1465
9461,54,Myeloma,50,Fire Service Personnel,7,8.819335,79.37106,31.9117,163.535,7.397627,94.62495,38.04464,194.9639
2879,16,Cancer of the rectum,182,Bus & Coach Drivers,55,69.30687,79.35721,59.78267,103.2944,68.97876,79.73469,60.06704,103.7857
2074,12,Cancer of oesophagus,84,Ceramics casters,29,36.54766,79.34846,53.14103,113.9575,35.32149,82.103,54.98579,117.9135
13541,77,Dementia,164,"Packers, Sorters and Testers",35,44.11709,79.33433,55.25931,110.3348,47.00525,74.45977,51.86399,103.5555
7016,39,Cancer of the prostate,149,Welding Trades,145,182.7885,79.32664,66.93501,93.34258,190.4392,76.13979,64.24598,89.59265
27831,156,Cirrhosis (not specified as biliary),149,Welding Trades,11,13.87567,79.27547,39.57432,141.8454,16.26859,67.61494,33.75338,120.9816
11711,67,Diabetes,137,"Electricians, Electrical Maintenance Fitters",82,103.4471,79.2676,63.04384,98.39197,109.0339,75.20598,59.81351,93.35043
24627,139,Fibrosing alveolitis,12,"Vocational Trainers, Social Scientists etc.",7,8.831218,79.26427,31.86876,163.315,7.045905,99.3485,39.94377,204.6962
889,5,Septicaemia,183,Lorry drivers,34,42.93649,79.18672,54.83913,110.6555,49.41794,68.80093,47.64666,96.14241
7691,43,Urothelial cancer,94,Compositors,9,11.36744,79.17353,36.20341,150.296,11.21703,80.23515,36.68886,152.3113
14283,81,Bacterial and unspecified meningitis,183,Lorry drivers,7,8.84209,79.16681,31.82958,163.1142,9.125855,76.70514,30.83985,158.0422
26796,151,Other colitis,9,Other Administrators,11,13.89506,79.16483,39.51908,141.6475,12.02033,91.51164,45.68261,163.7393
18070,102,Atrial fibrillation,169,"Builders, Building Contractors",11,13.90031,79.13495,39.50417,141.594,14.40003,76.38873,38.13325,136.6803
9424,54,Myeloma,13,Welfare Workers,9,11.37577,79.1155,36.17688,150.1858,9.226887,97.54102,44.60226,185.1632
22064,124,Chronic bronchitis and emphysema,181,Road transport inspectors,49,61.94227,79.10591,58.52304,104.5822,56.97146,86.00797,63.62922,113.7071
2230,13,Cancer of the stomach,59,Cooks and Kitchen Porters,55,69.54957,79.08028,59.57405,102.9339,65.77188,83.62235,62.99576,108.8461
25037,141,Gastric ulcer,60,Other Service Personnel,35,44.27129,79.05801,55.06684,109.9505,35.84076,97.65417,68.01976,135.8132
18325,104,Sub-arachnoid haemorrhage,45,Publicans and Bar staff,17,21.5125,79.0238,46.03416,126.5246,17.5791,96.70573,56.3345,154.835
14954,85,Motor neuron disease,120,Other Metal Manufacturers,6,7.594938,78.99999,28.99168,171.9501,10.14401,59.14819,21.7064,128.741
4257,24,Cancer of the bronchus,100,Sewers & embroiderers,27,34.1799,78.9938,52.0575,114.9319,31.45704,85.83134,56.56349,124.8801
16098,91,Hypertensive disease,188,Fork Lift & Mechanical Truck Drivers,14,17.72731,78.97418,43.17575,132.5051,18.39612,76.103,41.60605,127.6878
8200,46,Cancer of the brain,56,Roundsmen/women & Van Salespersons,9,11.39945,78.95116,36.10173,149.8739,12.70149,70.85781,32.40091,134.5102
25121,141,Gastric ulcer,160,Painters & Decorators,17,21.53599,78.93764,45.98396,126.3866,21.66762,78.4581,45.70461,125.6188
2594,15,Cancer of the colon,61,Hospital Porters and Ward Orderlies,55,69.77162,78.82861,59.38446,102.6063,77.19482,71.2483,53.67393,92.73951
5288,30,Melanoma of skin,40,"Managers in Transport, Mining and Energy Industries",22,27.90982,78.82531,49.39946,119.3426,19.64169,112.0067,70.19406,169.5796
5528,31,Other cancer of skin,104,Carpenters & Joiners,6,7.612139,78.82147,28.92617,171.5615,8.0657,74.38908,27.29955,161.914
18097,102,Atrial fibrillation,197,Other Transport and Machine Operatives,8,10.15011,78.81689,34.02723,155.3008,10.28493,77.78373,33.58118,153.2651
9439,54,Myeloma,28,Physical Scientists & mathematicians,6,7.615137,78.79044,28.91478,171.494,5.183394,115.7543,42.47989,251.9488
7007,39,Cancer of the prostate,140,"Cable Jointers, Lines Repairers",21,26.65438,78.78631,48.76985,120.4331,27.78437,75.58207,46.78638,115.5351
15776,90,Chronic rheumatic heart disease,30,Other Professional Engineers,15,19.04315,78.76849,44.0862,129.9165,21.01874,71.36488,39.94245,117.7054
11721,67,Diabetes,148,"Scaffolders, Stagers, Steeplejacks, Riggers",16,20.3173,78.75062,45.01287,127.8861,20.61453,77.61517,44.36386,126.0422
22005,124,Chronic bronchitis and emphysema,110,Dental Technicians,13,16.52951,78.64721,41.87661,134.4891,15.20298,85.50954,45.53054,146.2239
21915,124,Chronic bronchitis and emphysema,15,Doctors,45,57.22144,78.64185,57.36189,105.2289,115.4811,38.9674,28.42308,52.14142
30675,172,"Infections of skin, joints and bones",88,Other coal miners,8,10.17352,78.63555,33.94893,154.9435,10.6358,75.21767,32.47335,148.2089
18479,105,Other cerebrovascular disease,18,Pharmacists/Pharmacologists,33,41.97245,78.623,54.1205,110.416,39.65027,83.22768,57.29015,116.8827
4230,24,Cancer of the bronchus,68,Leather & shoe workers,177,225.129,78.62158,67.46167,91.09742,207.5368,85.28606,73.18016,98.81944
9432,54,Myeloma,21,Other Health Professions,6,7.635837,78.57685,28.83639,171.0291,6.056315,99.07014,36.35709,215.6344
22007,124,Chronic bronchitis and emphysema,113,Rollers,9,11.45398,78.57529,35.92986,149.1604,10.53467,85.43222,39.0653,162.1769
27858,156,Cirrhosis (not specified as biliary),183,Lorry drivers,54,68.7257,78.57323,59.02668,102.521,80.5108,67.07175,50.38641,87.5141
32277,181,Motor vehicle traffic accidents,60,Other Service Personnel,34,43.27393,78.56924,54.41151,109.7927,38.48149,88.35416,61.18785,123.4661
17413,99,Mitral valve disease,38,Production and maintenance managers,7,8.919112,78.48315,31.55471,161.7056,8.438934,82.94887,33.35019,170.9067
19016,108,Peripheral valve disease,12,"Vocational Trainers, Social Scientists etc.",8,10.19799,78.44683,33.86746,154.5716,12.95851,61.73548,26.65275,121.6436
26911,151,Other colitis,132,Production fitters,7,8.928421,78.40132,31.52181,161.537,9.414909,74.35016,29.89301,153.19
20988,118,Pneumoccal and unspecified lobar pneumonia,191,Dockers and Goods Porters,15,19.13485,78.391,43.87492,129.2939,14.40157,104.1553,58.29503,171.7882
13469,77,Dementia,76,Bakers,9,11.48125,78.38869,35.84454,148.8061,12.09279,74.42451,34.03185,141.2809
3038,17,Cancer of the liver,158,Coach Painters,6,7.657791,78.35158,28.75372,170.5387,8.406362,71.37452,26.19326,155.3526
19351,109,Arterial embolism and thrombosis,183,Lorry drivers,9,11.48771,78.34463,35.82439,148.7225,11.35062,79.2908,36.25704,150.5186
7843,44,Cancer of the kidney (except pelvis),61,Hospital Porters and Ward Orderlies,17,21.70942,78.30704,45.61661,125.3769,23.52882,72.25181,42.08923,115.682
10079,57,Chronic lymphatic leukaemia,133,"Motor Mechanics, Auto Engineers (including road patrol engi",11,14.0485,78.30019,39.08745,140.1004,15.56499,70.67143,35.27918,126.4505
10274,58,Acute myeloid leukaemia,149,Welding Trades,15,19.15729,78.29917,43.82352,129.1425,20.22388,74.16976,41.51232,122.3316
21406,121,Bronchopneumonia,49,Police,86,109.8423,78.29403,62.62512,96.69249,112.8041,76.2384,60.98087,94.15379
9208,52,Non-Hodgkin's lymphoma,176,Mine (excluding coal) & Quarry Workers,6,7.666791,78.2596,28.71997,170.3385,8.902218,67.39893,24.73429,146.6994
9076,52,Non-Hodgkin's lymphoma,27,Chemical Engineers and Scientists,17,21.73053,78.23096,45.57229,125.2551,13.07299,130.0391,75.75237,208.2048
7869,44,Cancer of the kidney (except pelvis),88,Other coal miners,88,112.5904,78.15942,62.68616,96.29462,125.3453,70.20606,56.30733,86.49586
9085,52,Non-Hodgkin's lymphoma,36,Seafarers,27,34.55024,78.14706,51.49949,113.6999,34.86447,77.44273,51.03534,112.6752
18688,106,Aortic aneurysm,46,Caterers,80,102.3892,78.13322,61.95475,97.24352,93.97618,85.12796,67.50115,105.9491
17669,100,Aortic valve disorders,120,Other Metal Manufacturers,10,12.80136,78.11668,37.46008,143.6597,13.30545,75.15717,36.04087,138.2171
18057,102,Atrial fibrillation,149,Welding Trades,7,8.965105,78.08051,31.39283,160.876,9.317214,75.12976,30.20646,154.7963
29330,165,Hyperplasia of prostate,9,Other Administrators,10,12.8082,78.07497,37.44007,143.583,17.33764,57.67797,27.6589,106.0721
2949,17,Cancer of the liver,54,"Postal Workers, Mail Sorters",30,38.43669,78.05042,52.66036,111.4219,42.21406,71.06636,47.94824,101.4517
17137,97,Endocarditis,132,Production fitters,8,10.25069,78.0435,33.69333,153.7769,12.21454,65.49573,28.27614,129.0528
2873,16,Cancer of the rectum,176,Mine (excluding coal) & Quarry Workers,11,14.09552,78.03896,38.95705,139.633,14.30463,76.89817,38.38757,137.5918
21364,121,Bronchopneumonia,7,Government Inspectors,15,19.23338,77.9894,43.65015,128.6316,23.38232,64.15103,35.9049,105.8073
10468,59,Chronic myeloid leukaemia,169,"Builders, Building Contractors",7,8.97698,77.97723,31.3513,160.6632,8.67845,80.65957,32.42976,166.1898
17907,101,Other cardiomyopathies,187,Crane Drivers,8,10.26409,77.94162,33.64935,153.5762,10.78819,74.15517,32.01464,146.1153
29351,165,Hyperplasia of prostate,30,Other Professional Engineers,6,7.698165,77.94065,28.60292,169.6443,5.822016,103.0571,37.82023,224.3123
22111,125,Asthma,30,Other Professional Engineers,18,23.0945,77.94065,46.19239,123.18,20.00813,89.96343,53.31783,142.1812
35800,200,Fall on stairs,160,Painters & Decorators,6,7.699939,77.92269,28.59633,169.6052,8.530802,70.33336,25.81117,153.0864
13737,78,Other alcohol-related diseases,180,Railway engine drivers,7,8.984395,77.91287,31.32543,160.5306,10.38854,67.38191,27.09138,138.8327
2844,16,Cancer of the rectum,140,"Cable Jointers, Lines Repairers",9,11.56672,77.80943,35.57965,147.7065,11.50105,78.25372,35.78282,148.5499
24478,138,Pulmonary fibrosis,44,Retailers and Dealers,10,12.85403,77.79662,37.30659,143.0711,14.20651,70.39027,33.75495,129.4505
7027,39,Cancer of the prostate,167,Plasterers,48,61.71811,77.77296,57.34362,103.1156,64.28248,74.67043,55.05606,99.0021
21931,124,Chronic bronchitis and emphysema,31,Draughtspersons,121,155.5969,77.76503,64.5194,92.92302,195.5243,61.8849,51.34412,73.94753
40222,225,Other accidents,41,General and office managers,8,10.28874,77.75489,33.56873,153.2082,9.620714,83.15392,35.89962,163.8465
18570,105,Other cerebrovascular disease,115,Metal Drawers,17,21.86516,77.74928,45.2917,124.4839,22.31918,76.16768,44.37036,121.9516
19162,108,Peripheral valve disease,175,"Face Trained Coalmining Workers, Shotfireres & Deputies",12,15.43754,77.7326,40.16573,135.7833,15.02131,79.88652,41.27869,139.5458
2551,15,Cancer of the colon,18,Pharmacists/Pharmacologists,16,20.5834,77.73254,44.43095,126.2328,13.73718,116.4722,66.57408,189.1436
14812,84,Parkinson's disease,169,"Builders, Building Contractors",26,33.44926,77.72968,50.77571,113.8919,38.16503,68.12519,44.50174,99.81913
28259,159,Pancreatitis,24,Literary and Artistic Occupations,8,10.29253,77.72629,33.55638,153.1519,8.952365,89.36186,38.57975,176.0786
28822,162,Urinary infections,44,Retailers and Dealers,13,16.72727,77.7174,41.38153,132.8991,14.83456,87.63317,46.6613,149.8554
5553,31,Other cancer of skin,132,Production fitters,12,15.44378,77.70117,40.14949,135.7284,16.29288,73.65182,38.05712,128.655
15195,86,Multiple sclerosis,190,Storekeepers & warehousemen/women,9,11.58603,77.67975,35.52036,147.4603,15.04674,59.81362,27.35077,113.5449
21380,121,Bronchopneumonia,23,Driving Instructors (excluding HGV),20,25.74711,77.67863,47.44804,119.9684,25.87095,77.30679,47.22092,119.3941
