Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
B,F,65-90,TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834",[0]C45,,,,,
B,M,65-90,TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),43,<5,,1,242
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834",[0]C45,,,,,
W,F,65-90,TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),103,<5,,3,575
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834",[0]C45,,,,,
W,M,65-90,TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),72,46,p<0.05,52,95
,,,"[0]900-942, [8]497, 803-834, [9]497, 803-834",[0]C45,,,,,
B,F,65-90,MOTOR VEHICLE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814",[0]C45,,,,,
B,M,65-90,MOTOR VEHICLE OPERATORS,MN MESOTHELIOMA (no codes before 1999),46,<5,,1,256
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814",[0]C45,,,,,
W,F,65-90,MOTOR VEHICLE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814",[0]C45,,,,,
W,M,65-90,MOTOR VEHICLE OPERATORS,MN MESOTHELIOMA (no codes before 1999),59,32,p<0.01,40,83
,,,"[0]900, 911-915, 935, [8]803-814, [9]803-814",[0]C45,,,,,
B,F,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, [8]803, [9]803",[0]C45,,,,,
B,M,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, [8]803, [9]803",[0]C45,,,,,
W,F,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, [8]803, [9]803",[0]C45,,,,,
W,M,65-90,"SUPERVISORS, MOTOR VEHICLE OPERATORS",MN MESOTHELIOMA (no codes before 1999),249,<5,,51,728
,,,"[0]900, [8]803, [9]803",[0]C45,,,,,
B,F,65-90,"TRUCK DRIVERS, DRIVER-SALES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806",[0]C45,,,,,
B,M,65-90,"TRUCK DRIVERS, DRIVER-SALES",MN MESOTHELIOMA (no codes before 1999),58,<5,,1,326
,,,"[0]913, [8]804, 805, 806, [9]804, 806",[0]C45,,,,,
W,F,65-90,"TRUCK DRIVERS, DRIVER-SALES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]913, [8]804, 805, 806, [9]804, 806",[0]C45,,,,,
W,M,65-90,"TRUCK DRIVERS, DRIVER-SALES",MN MESOTHELIOMA (no codes before 1999),57,27,p<0.01,38,84
,,,"[0]913, [8]804, 805, 806, [9]804, 806",[0]C45,,,,,
B,F,65-90,AMBULANCE DRIVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]911,[0]C45,,,,,
B,M,65-90,AMBULANCE DRIVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]911,[0]C45,,,,,
W,F,65-90,AMBULANCE DRIVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]911,[0]C45,,,,,
W,M,65-90,AMBULANCE DRIVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]911,[0]C45,,,,,
B,F,65-90,DRIVER-SALES WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]913, [8]806, [9]806",[0]C45,,,,,
B,M,65-90,DRIVER-SALES WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]913, [8]806, [9]806",[0]C45,,,,,
W,F,65-90,DRIVER-SALES WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]913, [8]806, [9]806",[0]C45,,,,,
W,M,65-90,DRIVER-SALES WORKERS,MN MESOTHELIOMA (no codes before 1999),42,5,p<0.05,14,98
,,,"[0]913, [8]806, [9]806",[0]C45,,,,,
B,F,65-90,BUS DRIVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]912, [8]808, [9]808",[0]C45,,,,,
B,M,65-90,BUS DRIVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]912, [8]808, [9]808",[0]C45,,,,,
W,F,65-90,BUS DRIVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]912, [8]808, [9]808",[0]C45,,,,,
W,M,65-90,BUS DRIVERS,MN MESOTHELIOMA (no codes before 1999),25,<5,,1,141
,,,"[0]912, [8]808, [9]808",[0]C45,,,,,
B,F,65-90,TAXI CAB DRIVERS & CHAUFFEURS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]914, [8]809, [9]809",[0]C45,,,,,
B,M,65-90,TAXI CAB DRIVERS & CHAUFFEURS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]914, [8]809, [9]809",[0]C45,,,,,
W,F,65-90,TAXI CAB DRIVERS & CHAUFFEURS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]914, [8]809, [9]809",[0]C45,,,,,
W,M,65-90,TAXI CAB DRIVERS & CHAUFFEURS,MN MESOTHELIOMA (no codes before 1999),52,<5,,1,287
,,,"[0]914, [8]809, [9]809",[0]C45,,,,,
B,F,65-90,PARKING LOT ATTENDANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]935, [8]813, [9]813",[0]C45,,,,,
B,M,65-90,PARKING LOT ATTENDANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]935, [8]813, [9]813",[0]C45,,,,,
W,F,65-90,PARKING LOT ATTENDANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]935, [8]813, [9]813",[0]C45,,,,,
W,M,65-90,PARKING LOT ATTENDANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]935, [8]813, [9]813",[0]C45,,,,,
B,F,65-90,"MOTOR TRANSPORTATION OCCUPATIONS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]915, [8]814, [9]814",[0]C45,,,,,
B,M,65-90,"MOTOR TRANSPORTATION OCCUPATIONS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]915, [8]814, [9]814",[0]C45,,,,,
W,F,65-90,"MOTOR TRANSPORTATION OCCUPATIONS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]915, [8]814, [9]814",[0]C45,,,,,
W,M,65-90,"MOTOR TRANSPORTATION OCCUPATIONS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]915, [8]814, [9]814",[0]C45,,,,,
B,F,65-90,OTHER TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632-674, 760, 900, 920, 923-924, 926, 930-931, 934, 951-952, 956, 960, 965, 973-975, 960-965, [8]823-859, [9]823-859",[0]C45,,,,,
B,M,65-90,OTHER TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),130,<5,,16,471
,,,"[0]632-674, 760, 900, 920, 923-924, 926, 930-931, 934, 951-952, 956, 960, 965, 973-975, 960-965, [8]823-859, [9]823-859",[0]C45,,,,,
W,F,65-90,OTHER TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),217,<5,,26,784
,,,"[0]632-674, 760, 900, 920, 923-924, 926, 930-931, 934, 951-952, 956, 960, 965, 973-975, 960-965, [8]823-859, [9]823-859",[0]C45,,,,,
W,M,65-90,OTHER TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),145,64,p<0.01,112,186
,,,"[0]632-674, 760, 900, 920, 923-924, 926, 930-931, 934, 951-952, 956, 960, 965, 973-975, 960-965, [8]823-859, [9]823-859",[0]C45,,,,,
B,F,65-90,"TRANSPORTATION OCCUPATIONS, EXC MOTOR VEHICLES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]760, 900, 920, 923-924, 926, 930-931, 934, [8]823-834, [9]823-834",[0]C45,,,,,
B,M,65-90,"TRANSPORTATION OCCUPATIONS, EXC MOTOR VEHICLES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]760, 900, 920, 923-924, 926, 930-931, 934, [8]823-834, [9]823-834",[0]C45,,,,,
W,F,65-90,"TRANSPORTATION OCCUPATIONS, EXC MOTOR VEHICLES",MN MESOTHELIOMA (no codes before 1999),2851,<5,,71,15886
,,,"[0]760, 900, 920, 923-924, 926, 930-931, 934, [8]823-834, [9]823-834",[0]C45,,,,,
W,M,65-90,"TRANSPORTATION OCCUPATIONS, EXC MOTOR VEHICLES",MN MESOTHELIOMA (no codes before 1999),153,14,,84,256
,,,"[0]760, 900, 920, 923-924, 926, 930-931, 934, [8]823-834, [9]823-834",[0]C45,,,,,
B,F,65-90,RAIL TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]674, 760, 920, 923-924, 926, [8]823-826, [9]823-826",[0]C45,,,,,
B,M,65-90,RAIL TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]674, 760, 920, 923-924, 926, [8]823-826, [9]823-826",[0]C45,,,,,
W,F,65-90,RAIL TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]674, 760, 920, 923-924, 926, [8]823-826, [9]823-826",[0]C45,,,,,
W,M,65-90,RAIL TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),106,7,,42,217
,,,"[0]674, 760, 920, 923-924, 926, [8]823-826, [9]823-826",[0]C45,,,,,
B,F,65-90,RAILROAD CONDUCTORS & YARDMASTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, 924, [8]823, [9]823",[0]C45,,,,,
B,M,65-90,RAILROAD CONDUCTORS & YARDMASTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, 924, [8]823, [9]823",[0]C45,,,,,
W,F,65-90,RAILROAD CONDUCTORS & YARDMASTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, 924, [8]823, [9]823",[0]C45,,,,,
W,M,65-90,RAILROAD CONDUCTORS & YARDMASTERS,MN MESOTHELIOMA (no codes before 1999),136,<5,,37,347
,,,"[0]900, 924, [8]823, [9]823",[0]C45,,,,,
B,F,65-90,LOCOMOTIVE OPERATING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]920, 926, [8]824, [9]824",[0]C45,,,,,
B,M,65-90,LOCOMOTIVE OPERATING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]920, 926, [8]824, [9]824",[0]C45,,,,,
W,F,65-90,LOCOMOTIVE OPERATING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]920, 926, [8]824, [9]824",[0]C45,,,,,
W,M,65-90,LOCOMOTIVE OPERATING OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),89,<5,,11,320
,,,"[0]920, 926, [8]824, [9]824",[0]C45,,,,,
B,F,65-90,"RAILROAD BRAKE, SIGNAL, & SWITCH OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]760, 923, [8]825, [9]825",[0]C45,,,,,
B,M,65-90,"RAILROAD BRAKE, SIGNAL, & SWITCH OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]760, 923, [8]825, [9]825",[0]C45,,,,,
W,F,65-90,"RAILROAD BRAKE, SIGNAL, & SWITCH OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]760, 923, [8]825, [9]825",[0]C45,,,,,
W,M,65-90,"RAILROAD BRAKE, SIGNAL, & SWITCH OPERATORS",MN MESOTHELIOMA (no codes before 1999),59,<5,,1,331
,,,"[0]760, 923, [8]825, [9]825",[0]C45,,,,,
B,F,65-90,"RAIL VEHICLE OPERATORS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]674, [8]826, [9]826",[0]C45,,,,,
B,M,65-90,"RAIL VEHICLE OPERATORS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]674, [8]826, [9]826",[0]C45,,,,,
W,F,65-90,"RAIL VEHICLE OPERATORS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]674, [8]826, [9]826",[0]C45,,,,,
W,M,65-90,"RAIL VEHICLE OPERATORS, NEC",MN MESOTHELIOMA (no codes before 1999),440,<5,,11,2451
,,,"[0]674, [8]826, [9]826",[0]C45,,,,,
B,F,65-90,WATER TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]930-931, 934, [8]828-834, [9]828-834",[0]C45,,,,,
B,M,65-90,WATER TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]930-931, 934, [8]828-834, [9]828-834",[0]C45,,,,,
W,F,65-90,WATER TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),9304,<5,p<0.05,233,51840
,,,"[0]930-931, 934, [8]828-834, [9]828-834",[0]C45,,,,,
W,M,65-90,WATER TRANSPORTATION OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),329,7,p<0.05,132,677
,,,"[0]930-931, 934, [8]828-834, [9]828-834",[0]C45,,,,,
B,F,65-90,"SHIP CAPTAINS, MATES, DECKHANDS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]610, 930-931, [8]497, 828-829, [9]497, 828-829",[0]C45,,,,,
B,M,65-90,"SHIP CAPTAINS, MATES, DECKHANDS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]610, 930-931, [8]497, 828-829, [9]497, 828-829",[0]C45,,,,,
W,F,65-90,"SHIP CAPTAINS, MATES, DECKHANDS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]610, 930-931, [8]497, 828-829, [9]497, 828-829",[0]C45,,,,,
W,M,65-90,"SHIP CAPTAINS, MATES, DECKHANDS",MN MESOTHELIOMA (no codes before 1999),296,6,p<0.05,109,645
,,,"[0]610, 930-931, [8]497, 828-829, [9]497, 828-829",[0]C45,,,,,
B,F,65-90,"SHIP CAPTAINS & MATES, ENGINEERS EXC FISHING BOATS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]930-931, [8]828, 833, [9]828, 833",[0]C45,,,,,
B,M,65-90,"SHIP CAPTAINS & MATES, ENGINEERS EXC FISHING BOATS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]930-931, [8]828, 833, [9]828, 833",[0]C45,,,,,
W,F,65-90,"SHIP CAPTAINS & MATES, ENGINEERS EXC FISHING BOATS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]930-931, [8]828, 833, [9]828, 833",[0]C45,,,,,
W,M,65-90,"SHIP CAPTAINS & MATES, ENGINEERS EXC FISHING BOATS",MN MESOTHELIOMA (no codes before 1999),284,<5,,59,830
,,,"[0]930-931, [8]828, 833, [9]828, 833",[0]C45,,,,,
B,F,65-90,"BRIDGE, LOCK, & LIGHTHOUSE TENDERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]934, [8]834, [9]834",[0]C45,,,,,
B,M,65-90,"BRIDGE, LOCK, & LIGHTHOUSE TENDERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]934, [8]834, [9]834",[0]C45,,,,,
W,F,65-90,"BRIDGE, LOCK, & LIGHTHOUSE TENDERS",MN MESOTHELIOMA (no codes before 1999),24641,<5,p<0.01,616,137301
,,,"[0]934, [8]834, [9]834",[0]C45,,,,,
W,M,65-90,"BRIDGE, LOCK, & LIGHTHOUSE TENDERS",MN MESOTHELIOMA (no codes before 1999),516,<5,,13,2876
,,,"[0]934, [8]834, [9]834",[0]C45,,,,,
B,F,65-90,MATERIAL MOVING WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, 900, 951-952, 956, 973-975, 960, 965, [8]843-859, [9]843-859",[0]C45,,,,,
B,M,65-90,MATERIAL MOVING WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, 900, 951-952, 956, 973-975, 960, 965, [8]843-859, [9]843-859",[0]C45,,,,,
W,F,65-90,MATERIAL MOVING WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, 900, 951-952, 956, 973-975, 960, 965, [8]843-859, [9]843-859",[0]C45,,,,,
W,M,65-90,MATERIAL MOVING WORKERS,MN MESOTHELIOMA (no codes before 1999),70,13,,37,119
,,,"[0]632, 900, 951-952, 956, 973-975, 960, 965, [8]843-859, [9]843-859",[0]C45,,,,,
B,F,65-90,"SUPERVISORS, MATERIAL MOVING EQUIPMENT OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, [8]843, [9]843",[0]C45,,,,,
B,M,65-90,"SUPERVISORS, MATERIAL MOVING EQUIPMENT OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, [8]843, [9]843",[0]C45,,,,,
W,F,65-90,"SUPERVISORS, MATERIAL MOVING EQUIPMENT OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, [8]843, [9]843",[0]C45,,,,,
W,M,65-90,"SUPERVISORS, MATERIAL MOVING EQUIPMENT OPERATORS",MN MESOTHELIOMA (no codes before 1999),247,<5,,30,893
,,,"[0]900, [8]843, [9]843",[0]C45,,,,,
B,F,65-90,OPERATING ENGINEERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, [8]844, [9]844",[0]C45,,,,,
B,M,65-90,OPERATING ENGINEERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, [8]844, [9]844",[0]C45,,,,,
W,F,65-90,OPERATING ENGINEERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, [8]844, [9]844",[0]C45,,,,,
W,M,65-90,OPERATING ENGINEERS,MN MESOTHELIOMA (no codes before 1999),52,5,,17,121
,,,"[0]632, [8]844, [9]844",[0]C45,,,,,
B,F,65-90,LONGSHORE EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]975, [8]845, [9]845",[0]C45,,,,,
B,M,65-90,LONGSHORE EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]975, [8]845, [9]845",[0]C45,,,,,
W,F,65-90,LONGSHORE EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]975, [8]845, [9]845",[0]C45,,,,,
W,M,65-90,LONGSHORE EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]975, [8]845, [9]845",[0]C45,,,,,
B,F,65-90,HOIST & WINCH OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]956, [8]848, [9]848",[0]C45,,,,,
B,M,65-90,HOIST & WINCH OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]956, [8]848, [9]848",[0]C45,,,,,
W,F,65-90,HOIST & WINCH OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]956, [8]848, [9]848",[0]C45,,,,,
W,M,65-90,HOIST & WINCH OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]956, [8]848, [9]848",[0]C45,,,,,
B,F,65-90,CRANE & TOWER OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]951, [8]849, [9]849",[0]C45,,,,,
B,M,65-90,CRANE & TOWER OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]951, [8]849, [9]849",[0]C45,,,,,
W,F,65-90,CRANE & TOWER OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]951, [8]849, [9]849",[0]C45,,,,,
W,M,65-90,CRANE & TOWER OPERATORS,MN MESOTHELIOMA (no codes before 1999),81,<5,,10,293
,,,"[0]951, [8]849, [9]849",[0]C45,,,,,
B,F,65-90,"EXCAVATING, GRADING, & ROAD MACHINE OPERATORS (GROUPED)",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]630, 632, 952, [8]594, 844, 853, 855, [9]594, 844, 853, 855",[0]C45,,,,,
B,M,65-90,"EXCAVATING, GRADING, & ROAD MACHINE OPERATORS (GROUPED)",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]630, 632, 952, [8]594, 844, 853, 855, [9]594, 844, 853, 855",[0]C45,,,,,
W,F,65-90,"EXCAVATING, GRADING, & ROAD MACHINE OPERATORS (GROUPED)",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]630, 632, 952, [8]594, 844, 853, 855, [9]594, 844, 853, 855",[0]C45,,,,,
W,M,65-90,"EXCAVATING, GRADING, & ROAD MACHINE OPERATORS (GROUPED)",MN MESOTHELIOMA (no codes before 1999),46,5,,15,108
,,,"[0]630, 632, 952, [8]594, 844, 853, 855, [9]594, 844, 853, 855",[0]C45,,,,,
B,F,65-90,EXCAVATING & LOADING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]952, [8]853, [9]853",[0]C45,,,,,
B,M,65-90,EXCAVATING & LOADING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]952, [8]853, [9]853",[0]C45,,,,,
W,F,65-90,EXCAVATING & LOADING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]952, [8]853, [9]853",[0]C45,,,,,
W,M,65-90,EXCAVATING & LOADING MACHINE OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]952, [8]853, [9]853",[0]C45,,,,,
B,F,65-90,"GRADER, DOZER, & SCRAPER OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, [8]855, [9]855",[0]C45,,,,,
B,M,65-90,"GRADER, DOZER, & SCRAPER OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, [8]855, [9]855",[0]C45,,,,,
W,F,65-90,"GRADER, DOZER, & SCRAPER OPERATORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]632, [8]855, [9]855",[0]C45,,,,,
W,M,65-90,"GRADER, DOZER, & SCRAPER OPERATORS",MN MESOTHELIOMA (no codes before 1999),73,<5,,9,262
,,,"[0]632, [8]855, [9]855",[0]C45,,,,,
B,F,65-90,INDUSTRIAL TRUCK & TRACTOR EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]960, [8]856, [9]856",[0]C45,,,,,
B,M,65-90,INDUSTRIAL TRUCK & TRACTOR EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]960, [8]856, [9]856",[0]C45,,,,,
W,F,65-90,INDUSTRIAL TRUCK & TRACTOR EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]960, [8]856, [9]856",[0]C45,,,,,
W,M,65-90,INDUSTRIAL TRUCK & TRACTOR EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),63,<5,,8,227
,,,"[0]960, [8]856, [9]856",[0]C45,,,,,
B,F,65-90,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]965, [8]859, [9]859",[0]C45,,,,,
B,M,65-90,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]965, [8]859, [9]859",[0]C45,,,,,
W,F,65-90,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]965, [8]859, [9]859",[0]C45,,,,,
W,M,65-90,MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS,MN MESOTHELIOMA (no codes before 1999),168,<5,,20,608
,,,"[0]965, [8]859, [9]859",[0]C45,,,,,
B,F,65-90,"HANDLERS, EQUIPMENT CLEANERS, HELPERS, & LABORERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]156, 562, 626, 660, 674-675, 693, 726, 761, 895, 900, 950, 961-964, 972, [8]864-889, [9]864-889",[0]C45,,,,,
B,M,65-90,"HANDLERS, EQUIPMENT CLEANERS, HELPERS, & LABORERS",MN MESOTHELIOMA (no codes before 1999),105,5,,34,246
,,,"[0]156, 562, 626, 660, 674-675, 693, 726, 761, 895, 900, 950, 961-964, 972, [8]864-889, [9]864-889",[0]C45,,,,,
W,F,65-90,"HANDLERS, EQUIPMENT CLEANERS, HELPERS, & LABORERS",MN MESOTHELIOMA (no codes before 1999),186,11,,93,332
,,,"[0]156, 562, 626, 660, 674-675, 693, 726, 761, 895, 900, 950, 961-964, 972, [8]864-889, [9]864-889",[0]C45,,,,,
W,M,65-90,"HANDLERS, EQUIPMENT CLEANERS, HELPERS, & LABORERS",MN MESOTHELIOMA (no codes before 1999),75,46,p<0.05,55,99
,,,"[0]156, 562, 626, 660, 674-675, 693, 726, 761, 895, 900, 950, 961-964, 972, [8]864-889, [9]864-889",[0]C45,,,,,
B,F,65-90,"OTHER HANDLERS, CLEANERS, EXCEPT LABORERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]156, 562, 660, 693, 726, 761, 895, 936, 961-964, 972, [8]863-867, 873-888, [9]864-868, 874-888",[0]C45,,,,,
B,M,65-90,"OTHER HANDLERS, CLEANERS, EXCEPT LABORERS",MN MESOTHELIOMA (no codes before 1999),163,<5,,20,587
,,,"[0]156, 562, 660, 693, 726, 761, 895, 936, 961-964, 972, [8]863-867, 873-888, [9]864-868, 874-888",[0]C45,,,,,
W,F,65-90,"OTHER HANDLERS, CLEANERS, EXCEPT LABORERS",MN MESOTHELIOMA (no codes before 1999),156,<5,,32,455
,,,"[0]156, 562, 660, 693, 726, 761, 895, 936, 961-964, 972, [8]863-867, 873-888, [9]864-868, 874-888",[0]C45,,,,,
W,M,65-90,"OTHER HANDLERS, CLEANERS, EXCEPT LABORERS",MN MESOTHELIOMA (no codes before 1999),81,12,,42,142
,,,"[0]156, 562, 660, 693, 726, 761, 895, 936, 961-964, 972, [8]863-867, 873-888, [9]864-868, 874-888",[0]C45,,,,,
B,F,65-90,"SUPERVISORS, HANDLERS, EQUIPMENT CLEANERS, & LABORERS, NEC",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]900, [8]863, [9]864",[0]C45,,,,,
